Input,,,Output
0.500000, 98.898000,,0.180927, -0.058246
0.500000, 98.899000,,0.183200, -0.059530
0.500000, 98.900000,,0.185507, -0.060712
0.500000, 98.901000,,0.187784, -0.062015
0.500000, 98.902000,,0.190073, -0.063266
0.500000, 98.903000,,0.192290, -0.064555
0.500000, 98.904000,,0.194573, -0.065873
0.500000, 98.905000,,0.196826, -0.067162
0.500000, 98.906000,,0.198996, -0.068474
0.500000, 98.907000,,0.201269, -0.069766
0.500000, 98.908000,,0.203449, -0.071120
0.500000, 98.909000,,0.205672, -0.072377
0.500000, 98.910000,,0.207809, -0.073768
0.500000, 98.911000,,0.210024, -0.075162
0.500000, 98.912000,,0.212161, -0.076472
0.500000, 98.913000,,0.214317, -0.077918
0.500000, 98.914000,,0.216450, -0.079256
0.500000, 98.915000,,0.218608, -0.080640
0.500000, 98.916000,,0.220750, -0.082050
0.500000, 98.917000,,0.222851, -0.083431
0.500000, 98.918000,,0.224913, -0.084852
0.500000, 98.919000,,0.227016, -0.086265
0.500000, 98.920000,,0.229084, -0.087695
0.500000, 98.921000,,0.231166, -0.089144
0.500000, 98.922000,,0.233233, -0.090540
0.500000, 98.923000,,0.235285, -0.092037
0.500000, 98.924000,,0.237340, -0.093483
0.500000, 98.925000,,0.239339, -0.095011
0.500000, 98.926000,,0.241392, -0.096438
0.500000, 98.927000,,0.243384, -0.097927
0.500000, 98.928000,,0.245436, -0.099440
0.500000, 98.929000,,0.247418, -0.100890
0.500000, 98.930000,,0.249336, -0.102493
0.500000, 98.931000,,0.251369, -0.103983
0.500000, 98.932000,,0.253271, -0.105502
0.500000, 98.933000,,0.255232, -0.106999
0.500000, 98.934000,,0.257101, -0.108585
0.500000, 98.935000,,0.259094, -0.110141
0.500000, 98.936000,,0.260972, -0.111665
0.500000, 98.937000,,0.262829, -0.113272
0.500000, 98.938000,,0.264769, -0.114778
0.500000, 98.939000,,0.266658, -0.116393
0.500000, 98.940000,,0.268522, -0.117988
0.500000, 98.941000,,0.270415, -0.119586
0.500000, 98.942000,,0.272260, -0.121182
0.500000, 98.943000,,0.274053, -0.122819
0.500000, 98.944000,,0.275856, -0.124463
0.500000, 98.945000,,0.277728, -0.125962
0.500000, 98.946000,,0.279462, -0.127689
0.500000, 98.947000,,0.281319, -0.129320
0.500000, 98.948000,,0.283083, -0.131018
0.500000, 98.949000,,0.284849, -0.132588
0.500000, 98.950000,,0.286593, -0.134278
0.500000, 98.951000,,0.288333, -0.135939
0.500000, 98.952000,,0.290063, -0.137638
0.500000, 98.953000,,0.291861, -0.139347
0.500000, 98.954000,,0.293558, -0.140973
0.500000, 98.955000,,0.295220, -0.142704
0.500000, 98.956000,,0.296887, -0.144379
0.500000, 98.957000,,0.298552, -0.146071
0.500000, 98.958000,,0.300263, -0.147793
0.500000, 98.959000,,0.301930, -0.149520
0.500000, 98.960000,,0.303564, -0.151286
0.500000, 98.961000,,0.305174, -0.153000
0.500000, 98.962000,,0.306808, -0.154768
0.500000, 98.963000,,0.308446, -0.156475
0.500000, 98.964000,,0.309997, -0.158224
0.500000, 98.965000,,0.311619, -0.159964
0.500000, 98.966000,,0.313202, -0.161789
0.500000, 98.967000,,0.314752, -0.163540
0.500000, 98.968000,,0.316263, -0.165263
0.500000, 98.969000,,0.317853, -0.167120
0.500000, 98.970000,,0.319373, -0.168870
0.500000, 98.971000,,0.320839, -0.170700
0.500000, 98.972000,,0.322385, -0.172550
0.500000, 98.973000,,0.323889, -0.174302
0.500000, 98.974000,,0.325390, -0.176089
0.500000, 98.975000,,0.326896, -0.177943
0.500000, 98.976000,,0.328322, -0.179782
0.500000, 98.977000,,0.329709, -0.181588
0.500000, 98.978000,,0.331182, -0.183448
0.500000, 98.979000,,0.332593, -0.185304
0.500000, 98.980000,,0.334031, -0.187064
0.500000, 98.981000,,0.335411, -0.188965
0.500000, 98.982000,,0.336786, -0.190832
0.500000, 98.983000,,0.338151, -0.192701
0.500000, 98.984000,,0.339561, -0.194563
0.500000, 98.985000,,0.340908, -0.196430
0.500000, 98.986000,,0.342199, -0.198350
0.500000, 98.987000,,0.343615, -0.200211
0.500000, 98.988000,,0.344886, -0.202095
0.500000, 98.989000,,0.346257, -0.203978
0.500000, 98.990000,,0.347529, -0.205912
0.500000, 98.991000,,0.348780, -0.207763
0.500000, 98.992000,,0.350059, -0.209738
0.500000, 98.993000,,0.351301, -0.211631
0.500000, 98.994000,,0.352558, -0.213524
0.500000, 98.995000,,0.353833, -0.215443
0.500000, 98.996000,,0.355067, -0.217382
0.500000, 98.997000,,0.356271, -0.219350
0.500000, 98.998000,,0.357446, -0.221267
0.500000, 98.999000,,0.358622, -0.223203
0.500000, 99.000000,,0.359768, -0.225200
0.500000, 99.001000,,0.360997, -0.227104
0.500000, 99.002000,,0.362139, -0.229069
0.500000, 99.003000,,0.363258, -0.231046
0.500000, 99.004000,,0.364422, -0.233027
0.500000, 99.005000,,0.365471, -0.234979
0.500000, 99.006000,,0.366607, -0.237003
0.500000, 99.007000,,0.367641, -0.238902
0.500000, 99.008000,,0.368787, -0.240881
0.500000, 99.009000,,0.369839, -0.242918
0.500000, 99.010000,,0.370897, -0.244946
0.500000, 99.011000,,0.371916, -0.246919
0.500000, 99.012000,,0.372995, -0.248891
0.500000, 99.013000,,0.374017, -0.250917
0.500000, 99.014000,,0.374960, -0.252935
0.500000, 99.015000,,0.375951, -0.254935
0.500000, 99.016000,,0.376964, -0.256921
0.500000, 99.017000,,0.377951, -0.258955
0.500000, 99.018000,,0.378896, -0.260936
0.500000, 99.019000,,0.379854, -0.262983
0.500000, 99.020000,,0.380776, -0.265048
0.500000, 99.021000,,0.381763, -0.267053
0.500000, 99.022000,,0.382668, -0.269060
0.500000, 99.023000,,0.383531, -0.271084
0.500000, 99.024000,,0.384410, -0.273154
0.500000, 99.025000,,0.385298, -0.275222
0.500000, 99.026000,,0.386215, -0.277274
0.500000, 99.027000,,0.387036, -0.279313
0.500000, 99.028000,,0.387807, -0.281419
0.500000, 99.029000,,0.388684, -0.283425
0.500000, 99.030000,,0.389489, -0.285550
0.500000, 99.031000,,0.390275, -0.287535
0.500000, 99.032000,,0.391041, -0.289642
0.500000, 99.033000,,0.391841, -0.291670
0.500000, 99.034000,,0.392601, -0.293771
0.500000, 99.035000,,0.393361, -0.295896
0.500000, 99.036000,,0.394130, -0.297910
0.500000, 99.037000,,0.394867, -0.299997
0.500000, 99.038000,,0.395508, -0.302070
0.500000, 99.039000,,0.396221, -0.304191
0.500000, 99.040000,,0.396927, -0.306265
0.500000, 99.041000,,0.397654, -0.308374
0.500000, 99.042000,,0.398302, -0.310439
0.500000, 99.043000,,0.398981, -0.312557
0.500000, 99.044000,,0.399544, -0.314651
0.500000, 99.045000,,0.400195, -0.316726
0.500000, 99.046000,,0.400836, -0.318898
0.500000, 99.047000,,0.401425, -0.320929
0.500000, 99.048000,,0.402036, -0.323074
0.500000, 99.049000,,0.402595, -0.325184
0.500000, 99.050000,,0.403213, -0.327324
0.500000, 99.051000,,0.403743, -0.329400
0.500000, 99.052000,,0.404265, -0.331542
0.500000, 99.053000,,0.404748, -0.333649
0.500000, 99.054000,,0.405317, -0.335774
0.500000, 99.055000,,0.405817, -0.337889
0.500000, 99.056000,,0.406318, -0.339964
0.500000, 99.057000,,0.406765, -0.342133
0.500000, 99.058000,,0.407276, -0.344319
0.500000, 99.059000,,0.407697, -0.346401
0.500000, 99.060000,,0.408169, -0.348479
0.500000, 99.061000,,0.408555, -0.350657
0.500000, 99.062000,,0.409032, -0.352820
0.500000, 99.063000,,0.409442, -0.354932
0.500000, 99.064000,,0.409821, -0.357001
0.500000, 99.065000,,0.410249, -0.359187
0.500000, 99.066000,,0.410525, -0.361308
0.500000, 99.067000,,0.410950, -0.363470
0.500000, 99.068000,,0.411247, -0.365604
0.500000, 99.069000,,0.411605, -0.367746
0.500000, 99.070000,,0.411930, -0.369891
0.500000, 99.071000,,0.412263, -0.371988
0.500000, 99.072000,,0.412532, -0.374199
0.500000, 99.073000,,0.412787, -0.376327
0.500000, 99.074000,,0.413131, -0.378509
0.500000, 99.075000,,0.413381, -0.380641
0.500000, 99.076000,,0.413595, -0.382793
0.500000, 99.077000,,0.413816, -0.384925
0.500000, 99.078000,,0.414071, -0.387070
0.500000, 99.079000,,0.414269, -0.389194
0.500000, 99.080000,,0.414492, -0.391364
0.500000, 99.081000,,0.414657, -0.393508
0.500000, 99.082000,,0.414842, -0.395704
0.500000, 99.083000,,0.414975, -0.397809
0.500000, 99.084000,,0.415108, -0.399998
0.500000, 99.085000,,0.415267, -0.402159
0.500000, 99.086000,,0.415398, -0.404295
0.500000, 99.087000,,0.415542, -0.406469
0.500000, 99.088000,,0.415647, -0.408637
0.500000, 99.089000,,0.415718, -0.410708
0.500000, 99.090000,,0.415766, -0.412874
0.500000, 99.091000,,0.415836, -0.415086
0.500000, 99.092000,,0.415899, -0.417194
0.500000, 99.093000,,0.415940, -0.419405
0.500000, 99.094000,,0.415953, -0.421506
0.500000, 99.095000,,0.415988, -0.423662
0.500000, 99.096000,,0.416021, -0.425774
0.500000, 99.097000,,0.415978, -0.427972
0.500000, 99.098000,,0.415993, -0.430119
0.500000, 99.099000,,0.415930, -0.432298
0.500000, 99.100000,,0.415852, -0.434429
0.500000, 99.101000,,0.415788, -0.436570
0.500000, 99.102000,,0.415736, -0.438726
0.500000, 99.103000,,0.415673, -0.440925
0.500000, 99.104000,,0.415560, -0.443053
0.500000, 99.105000,,0.415440, -0.445213
0.500000, 99.106000,,0.415354, -0.447352
0.500000, 99.107000,,0.415260, -0.449482
0.500000, 99.108000,,0.415066, -0.451664
0.500000, 99.109000,,0.414909, -0.453774
0.500000, 99.110000,,0.414863, -0.455966
0.500000, 99.111000,,0.414576, -0.458098
0.500000, 99.112000,,0.414390, -0.460227
0.500000, 99.113000,,0.414169, -0.462375
0.500000, 99.114000,,0.413957, -0.464535
0.500000, 99.115000,,0.413706, -0.466677
0.500000, 99.116000,,0.413551, -0.468836
0.500000, 99.117000,,0.413271, -0.470949
0.500000, 99.118000,,0.413011, -0.473058
0.500000, 99.119000,,0.412698, -0.475182
0.500000, 99.120000,,0.412394, -0.477321
0.500000, 99.121000,,0.412140, -0.479468
0.500000, 99.122000,,0.411782, -0.481602
0.500000, 99.123000,,0.411454, -0.483742
0.500000, 99.124000,,0.411160, -0.485877
0.500000, 99.125000,,0.410796, -0.487995
0.500000, 99.126000,,0.410399, -0.490079
0.500000, 99.127000,,0.410048, -0.492255
0.500000, 99.128000,,0.409693, -0.494352
0.500000, 99.129000,,0.409287, -0.496428
0.500000, 99.130000,,0.408907, -0.498593
0.500000, 99.131000,,0.408472, -0.500720
0.500000, 99.132000,,0.408024, -0.502845
0.500000, 99.133000,,0.407591, -0.504982
0.500000, 99.134000,,0.407086, -0.507105
0.500000, 99.135000,,0.406656, -0.509130
0.500000, 99.136000,,0.406183, -0.511215
0.500000, 99.137000,,0.405708, -0.513368
0.500000, 99.138000,,0.405248, -0.515480
0.500000, 99.139000,,0.404697, -0.517589
0.500000, 99.140000,,0.404183, -0.519657
0.500000, 99.141000,,0.403641, -0.521766
0.500000, 99.142000,,0.403052, -0.523859
0.500000, 99.143000,,0.402530, -0.526023
0.500000, 99.144000,,0.401919, -0.528040
0.500000, 99.145000,,0.401379, -0.530101
0.500000, 99.146000,,0.400779, -0.532231
0.500000, 99.147000,,0.400167, -0.534356
0.500000, 99.148000,,0.399598, -0.536404
0.500000, 99.149000,,0.398904, -0.538470
0.500000, 99.150000,,0.398303, -0.540564
0.500000, 99.151000,,0.397641, -0.542612
0.500000, 99.152000,,0.396939, -0.544659
0.500000, 99.153000,,0.396323, -0.546764
0.500000, 99.154000,,0.395597, -0.548802
0.500000, 99.155000,,0.394850, -0.550873
0.500000, 99.156000,,0.394201, -0.552977
0.500000, 99.157000,,0.393430, -0.554992
0.500000, 99.158000,,0.392711, -0.557016
0.500000, 99.159000,,0.391993, -0.559101
0.500000, 99.160000,,0.391216, -0.561149
0.500000, 99.161000,,0.390422, -0.563144
0.500000, 99.162000,,0.389619, -0.565219
0.500000, 99.163000,,0.388888, -0.567235
0.500000, 99.164000,,0.388116, -0.569284
0.500000, 99.165000,,0.387262, -0.571346
0.500000, 99.166000,,0.386435, -0.573332
0.500000, 99.167000,,0.385553, -0.575352
0.500000, 99.168000,,0.384737, -0.577388
0.500000, 99.169000,,0.383918, -0.579394
0.500000, 99.170000,,0.383003, -0.581415
0.500000, 99.171000,,0.382152, -0.583444
0.500000, 99.172000,,0.381224, -0.585441
0.500000, 99.173000,,0.380342, -0.587418
0.500000, 99.174000,,0.379423, -0.589384
0.500000, 99.175000,,0.378424, -0.591399
0.500000, 99.176000,,0.377517, -0.593401
0.500000, 99.177000,,0.376607, -0.595377
0.500000, 99.178000,,0.375648, -0.597347
0.500000, 99.179000,,0.374645, -0.599377
0.500000, 99.180000,,0.373713, -0.601302
0.500000, 99.181000,,0.372672, -0.603292
0.500000, 99.182000,,0.371671, -0.605263
0.500000, 99.183000,,0.370690, -0.607254
0.500000, 99.184000,,0.369640, -0.609174
0.500000, 99.185000,,0.368577, -0.611162
0.500000, 99.186000,,0.367551, -0.613117
0.500000, 99.187000,,0.366486, -0.615045
0.500000, 99.188000,,0.365368, -0.616934
0.500000, 99.189000,,0.364338, -0.618908
0.500000, 99.190000,,0.363240, -0.620797
0.500000, 99.191000,,0.362162, -0.622771
0.500000, 99.192000,,0.360986, -0.624672
0.500000, 99.193000,,0.359871, -0.626621
0.500000, 99.194000,,0.358763, -0.628537
0.500000, 99.195000,,0.357572, -0.630441
0.500000, 99.196000,,0.356463, -0.632363
0.500000, 99.197000,,0.355280, -0.634261
0.500000, 99.198000,,0.354120, -0.636111
0.500000, 99.199000,,0.352885, -0.638039
0.500000, 99.200000,,0.351701, -0.639931
0.500000, 99.201000,,0.350453, -0.641809
0.500000, 99.202000,,0.349260, -0.643610
0.500000, 99.203000,,0.348001, -0.645525
0.500000, 99.204000,,0.346813, -0.647399
0.500000, 99.205000,,0.345507, -0.649266
0.500000, 99.206000,,0.344260, -0.651134
0.500000, 99.207000,,0.342978, -0.652965
0.500000, 99.208000,,0.341733, -0.654860
0.500000, 99.209000,,0.340396, -0.656633
0.500000, 99.210000,,0.339048, -0.658506
0.500000, 99.211000,,0.337805, -0.660305
0.500000, 99.212000,,0.336469, -0.662117
0.500000, 99.213000,,0.335101, -0.663958
0.500000, 99.214000,,0.333734, -0.665806
0.500000, 99.215000,,0.332374, -0.667617
0.500000, 99.216000,,0.331007, -0.669391
0.500000, 99.217000,,0.329621, -0.671185
0.500000, 99.218000,,0.328219, -0.673026
0.500000, 99.219000,,0.326811, -0.674782
0.500000, 99.220000,,0.325430, -0.676584
0.500000, 99.221000,,0.324040, -0.678343
0.500000, 99.222000,,0.322595, -0.680104
0.500000, 99.223000,,0.321139, -0.681832
0.500000, 99.224000,,0.319710, -0.683633
0.500000, 99.225000,,0.318229, -0.685405
0.500000, 99.226000,,0.316758, -0.687130
0.500000, 99.227000,,0.315244, -0.688931
0.500000, 99.228000,,0.313758, -0.690638
0.500000, 99.229000,,0.312243, -0.692394
0.500000, 99.230000,,0.310736, -0.694104
0.500000, 99.231000,,0.309198, -0.695753
0.500000, 99.232000,,0.307719, -0.697506
0.500000, 99.233000,,0.306111, -0.699178
0.500000, 99.234000,,0.304588, -0.700916
0.500000, 99.235000,,0.303062, -0.702560
0.500000, 99.236000,,0.301430, -0.704314
0.500000, 99.237000,,0.299854, -0.705982
0.500000, 99.238000,,0.298258, -0.707635
0.500000, 99.239000,,0.296711, -0.709340
0.500000, 99.240000,,0.295071, -0.710982
0.500000, 99.241000,,0.293415, -0.712631
0.500000, 99.242000,,0.291825, -0.714259
0.500000, 99.243000,,0.290152, -0.715913
0.500000, 99.244000,,0.288522, -0.717570
0.500000, 99.245000,,0.286861, -0.719137
0.500000, 99.246000,,0.285150, -0.720816
0.500000, 99.247000,,0.283466, -0.722412
0.500000, 99.248000,,0.281831, -0.724045
0.500000, 99.249000,,0.280116, -0.725635
0.500000, 99.250000,,0.278399, -0.727230
0.500000, 99.251000,,0.276705, -0.728840
0.500000, 99.252000,,0.274963, -0.730454
0.500000, 99.253000,,0.273186, -0.731996
0.500000, 99.254000,,0.271467, -0.733551
0.500000, 99.255000,,0.269708, -0.735114
0.500000, 99.256000,,0.267918, -0.736672
0.500000, 99.257000,,0.266158, -0.738245
0.500000, 99.258000,,0.264411, -0.739767
0.500000, 99.259000,,0.262581, -0.741337
0.500000, 99.260000,,0.260714, -0.742805
0.500000, 99.261000,,0.258971, -0.744416
0.500000, 99.262000,,0.257092, -0.745904
0.500000, 99.263000,,0.255342, -0.747415
0.500000, 99.264000,,0.253444, -0.748894
0.500000, 99.265000,,0.251638, -0.750386
0.500000, 99.266000,,0.249796, -0.751859
0.500000, 99.267000,,0.247896, -0.753399
0.500000, 99.268000,,0.246045, -0.754806
0.500000, 99.269000,,0.244174, -0.756299
0.500000, 99.270000,,0.242247, -0.757789
0.500000, 99.271000,,0.240359, -0.759172
0.500000, 99.272000,,0.238425, -0.760659
0.500000, 99.273000,,0.236520, -0.762072
0.500000, 99.274000,,0.234605, -0.763502
0.500000, 99.275000,,0.232654, -0.764861
0.500000, 99.276000,,0.230708, -0.766313
0.500000, 99.277000,,0.228780, -0.767752
0.500000, 99.278000,,0.226712, -0.769129
0.500000, 99.279000,,0.224764, -0.770528
0.500000, 99.280000,,0.222827, -0.771863
0.500000, 99.281000,,0.220795, -0.773220
0.500000, 99.282000,,0.218854, -0.774620
0.500000, 99.283000,,0.216813, -0.775959
0.500000, 99.284000,,0.214789, -0.777363
0.500000, 99.285000,,0.212788, -0.778668
0.500000, 99.286000,,0.210728, -0.780023
0.500000, 99.287000,,0.208680, -0.781324
0.500000, 99.288000,,0.206643, -0.782672
0.500000, 99.289000,,0.204598, -0.783971
0.500000, 99.290000,,0.202482, -0.785258
0.500000, 99.291000,,0.200448, -0.786564
0.500000, 99.292000,,0.198377, -0.787841
0.500000, 99.293000,,0.196264, -0.789158
0.500000, 99.294000,,0.194153, -0.790493
0.500000, 99.295000,,0.192064, -0.791675
0.500000, 99.296000,,0.189907, -0.792870
0.500000, 99.297000,,0.187804, -0.794101
0.500000, 99.298000,,0.185708, -0.795426
0.500000, 99.299000,,0.183551, -0.796630
0.500000, 99.300000,,0.181386, -0.797902
0.500000, 99.301000,,0.179264, -0.799041
0.500000, 99.302000,,0.177045, -0.800253
0.500000, 99.303000,,0.174915, -0.801423
0.500000, 99.304000,,0.172739, -0.802653
0.500000, 99.305000,,0.170517, -0.803798
0.500000, 99.306000,,0.168349, -0.805007
0.500000, 99.307000,,0.166164, -0.806143
0.500000, 99.308000,,0.163908, -0.807286
0.500000, 99.309000,,0.161647, -0.808451
0.500000, 99.310000,,0.159454, -0.809603
0.500000, 99.311000,,0.157222, -0.810695
0.500000, 99.312000,,0.155022, -0.811862
0.500000, 99.313000,,0.152755, -0.812955
0.500000, 99.314000,,0.150519, -0.813992
0.500000, 99.315000,,0.148225, -0.815123
0.500000, 99.316000,,0.145970, -0.816223
0.500000, 99.317000,,0.143669, -0.817298
0.500000, 99.318000,,0.141353, -0.818340
0.500000, 99.319000,,0.139035, -0.819386
0.500000, 99.320000,,0.136773, -0.820454
0.500000, 99.321000,,0.134437, -0.821529
0.500000, 99.322000,,0.132128, -0.822539
0.500000, 99.323000,,0.129802, -0.823579
0.500000, 99.324000,,0.127451, -0.824553
0.500000, 99.325000,,0.125154, -0.825574
0.500000, 99.326000,,0.122813, -0.826566
0.500000, 99.327000,,0.120421, -0.827583
0.500000, 99.328000,,0.118079, -0.828585
0.500000, 99.329000,,0.115740, -0.829564
0.500000, 99.330000,,0.113329, -0.830408
0.500000, 99.331000,,0.110912, -0.831387
0.500000, 99.332000,,0.108556, -0.832381
0.500000, 99.333000,,0.106206, -0.833275
0.500000, 99.334000,,0.103781, -0.834229
0.500000, 99.335000,,0.101369, -0.835157
0.500000, 99.336000,,0.098914, -0.836052
0.500000, 99.337000,,0.096477, -0.836852
0.500000, 99.338000,,0.094068, -0.837743
0.500000, 99.339000,,0.091656, -0.838662
0.500000, 99.340000,,0.089208, -0.839478
0.500000, 99.341000,,0.086740, -0.840401
0.500000, 99.342000,,0.084272, -0.841249
0.500000, 99.343000,,0.081789, -0.842073
0.500000, 99.344000,,0.079322, -0.842876
0.500000, 99.345000,,0.076859, -0.843736
0.500000, 99.346000,,0.074350, -0.844552
0.500000, 99.347000,,0.071900, -0.845317
0.500000, 99.348000,,0.069369, -0.846079
0.500000, 99.349000,,0.066914, -0.846883
0.500000, 99.350000,,0.064386, -0.847618
0.500000, 99.351000,,0.061809, -0.848431
0.500000, 99.352000,,0.059373, -0.849150
0.500000, 99.353000,,0.056801, -0.849923
0.500000, 99.354000,,0.054297, -0.850669
0.500000, 99.355000,,0.051711, -0.851348
0.500000, 99.356000,,0.049228, -0.852065
0.500000, 99.357000,,0.046643, -0.852781
0.500000, 99.358000,,0.044110, -0.853473
0.500000, 99.359000,,0.041526, -0.854169
0.500000, 99.360000,,0.038945, -0.854820
0.500000, 99.361000,,0.036376, -0.855479
0.500000, 99.362000,,0.033808, -0.856138
0.500000, 99.363000,,0.031200, -0.856751
0.500000, 99.364000,,0.028649, -0.857408
0.500000, 99.365000,,0.025960, -0.857962
0.500000, 99.366000,,0.023393, -0.858596
0.500000, 99.367000,,0.020787, -0.859231
0.500000, 99.368000,,0.018176, -0.859828
0.500000, 99.369000,,0.015547, -0.860445
0.500000, 99.370000,,0.012891, -0.860964
0.500000, 99.371000,,0.010293, -0.861501
0.500000, 99.372000,,0.007700, -0.862091
0.500000, 99.373000,,0.004991, -0.862653
0.500000, 99.374000,,0.002361, -0.863173
0.500000, 99.375000,,-0.000258, -0.863669
0.500000, 99.376000,,-0.002953, -0.864198
0.500000, 99.377000,,-0.005602, -0.864632
0.500000, 99.378000,,-0.008382, -0.865166
0.500000, 99.379000,,-0.011005, -0.865603
0.500000, 99.380000,,-0.013687, -0.866136
0.500000, 99.381000,,-0.016368, -0.866567
0.500000, 99.382000,,-0.019100, -0.867021
0.500000, 99.383000,,-0.021771, -0.867488
0.500000, 99.384000,,-0.024396, -0.867873
0.500000, 99.385000,,-0.027162, -0.868320
0.500000, 99.386000,,-0.029892, -0.868661
0.500000, 99.387000,,-0.032554, -0.869092
0.500000, 99.388000,,-0.035291, -0.869485
0.500000, 99.389000,,-0.038036, -0.869812
0.500000, 99.390000,,-0.040779, -0.870222
0.500000, 99.391000,,-0.043494, -0.870622
0.500000, 99.392000,,-0.046271, -0.870938
0.500000, 99.393000,,-0.048992, -0.871261
0.500000, 99.394000,,-0.051759, -0.871565
0.500000, 99.395000,,-0.054522, -0.871870
0.500000, 99.396000,,-0.057299, -0.872163
0.500000, 99.397000,,-0.060049, -0.872519
0.500000, 99.398000,,-0.062806, -0.872710
0.500000, 99.399000,,-0.065544, -0.873014
